postcode,provincie,stad
4021,Gelderland,Maurik
4023,Gelderland,Rijswijk (GLD)
4024,Gelderland,Eck en Wiel
4030,Gelderland,Ingen
4031,Gelderland,Ingen
4032,Gelderland,Ommeren
4033,Gelderland,Lienden
4040,Gelderland,Kesteren
4041,Gelderland,Kesteren
4043,Gelderland,Opheusden
4050,Gelderland,Ochten
4051,Gelderland,Ochten
4053,Gelderland,IJzendoorn
4054,Gelderland,Echteld
4060,Gelderland,Ophemert
4061,Gelderland,Ophemert
4062,Gelderland,Zennewijnen
4063,Gelderland,Heesselt
4064,Gelderland,Varik
4100,Gelderland,Culemborg
4101,Gelderland,Culemborg
4102,Gelderland,Culemborg
4103,Gelderland,Culemborg
4104,Gelderland,Culemborg
4105,Gelderland,Culemborg
4106,Gelderland,Culemborg
4107,Gelderland,Culemborg
4110,Gelderland,Zoelmond
4111,Gelderland,Zoelmond
4112,Gelderland,Beusichem
4115,Gelderland,Asch
4116,Gelderland,Buren (GLD)
4117,Gelderland,Erichem
4119,Gelderland,Ravenswaaij
4120,Utrecht,Everdingen
4121,Utrecht,Everdingen
4122,Utrecht,Zijderveld
4124,Utrecht,Hagestein
4126,Zuid Holland,Hei en Boeicop
4128,Zuid Holland,Lexmond
4130,Utrecht,Vianen (UT)
4131,Utrecht,Vianen (UT)
4132,Utrecht,Vianen (UT)
4133,Utrecht,Vianen (UT)
4140,Zuid Holland,Leerdam
4141,Zuid Holland,Leerdam
4142,Zuid Holland,Leerdam
4143,Zuid Holland,Leerdam
4145,Zuid Holland,Schoonrewoerd
4147,Gelderland,Asperen
4150,Gelderland,Acquoij
4151,Gelderland,Acquoij
4152,Gelderland,Rhenoij
4153,Gelderland,Beesd
4155,Gelderland,Gellicum
4156,Gelderland,Rumpt
4157,Gelderland,Enspijk
4158,Gelderland,Deil
4160,Gelderland,Heukelum
4161,Gelderland,Heukelum
4163,Zuid Holland,Oosterwijk
4170,Gelderland,Herwijnen
4171,Gelderland,Herwijnen
4174,Gelderland,Hellouw
4175,Gelderland,Haaften
4176,Gelderland,Tuil
4180,Gelderland,Waardenburg
4181,Gelderland,Waardenburg
4182,Gelderland,Neerijnen
4184,Gelderland,Opijnen
4185,Gelderland,Est
4190,Gelderland,Geldermalsen
4191,Gelderland,Geldermalsen
4194,Gelderland,Meteren
4196,Gelderland,Tricht
4197,Gelderland,Buurmalsen
4200,Zuid Holland,Gorinchem
4201,Zuid Holland,Gorinchem
4202,Zuid Holland,Gorinchem
4203,Zuid Holland,Gorinchem
4204,Zuid Holland,Gorinchem
4205,Zuid Holland,Gorinchem
4206,Zuid Holland,Gorinchem
4207,Zuid Holland,Gorinchem
4209,Zuid Holland,Schelluinen
4211,Gelderland,Spijk Gemeente Lingewaal
4212,Gelderland,Spijk Gemeente Lingewaal
4213,Zuid Holland,Dalem
4214,Gelderland,Vuren
4220,Zuid Holland,Hoogblokland
4221,Zuid Holland,Hoogblokland
4223,Zuid Holland,Hoornaar
4225,Zuid Holland,Noordeloos
4230,Zuid Holland,Meerkerk
4231,Zuid Holland,Meerkerk
4233,Zuid Holland,Ameide
4235,Zuid Holland,Tienhoven (ZH)
4240,Zuid Holland,Arkel
4241,Zuid Holland,Arkel
4243,Zuid Holland,Nieuwland
4245,Zuid Holland,Leerbroek
4247,Zuid Holland,Kedichem
4250,Noord Brabant,Werkendam
4251,Noord Brabant,Werkendam
4254,Noord Brabant,Sleeuwijk
4255,Noord Brabant,Nieuwendijk (NB)
4260,Noord Brabant,Wijk en Aalburg
4261,Noord Brabant,Wijk en Aalburg
4264,Noord Brabant,Veen
4265,Noord Brabant,Genderen
4266,Noord Brabant,Eethen
4267,Noord Brabant,Drongelen
4268,Noord Brabant,Meeuwen
4269,Noord Brabant,Babylonienbroek
4270,Noord Brabant,Dussen
4271,Noord Brabant,Dussen
4273,Noord Brabant,Hank
4280,Noord Brabant,Andel
4281,Noord Brabant,Andel
4283,Noord Brabant,Giessen
4284,Noord Brabant,Rijswijk (NB)
4285,Noord Brabant,Woudrichem
4286,Noord Brabant,Almkerk
4287,Noord Brabant,Waardhuizen
4288,Noord Brabant,Uitwijk
4300,Zeeland,Zierikzee
4301,Zeeland,Zierikzee
4302,Zeeland,Zierikzee
4303,Zeeland,Zierikzee
4305,Zeeland,Ouwerkerk
4306,Zeeland,Nieuwerkerk
4307,Zeeland,Oosterland
4308,Zeeland,Sirjansland
4310,Zeeland,Bruinisse
4311,Zeeland,Bruinisse
4315,Zeeland,Dreischor
4316,Zeeland,Zonnemaire
4317,Zeeland,Noordgouwe
4318,Zeeland,Brouwershaven
4321,Zeeland,Kerkwerve
4322,Zeeland,Scharendijke
4323,Zeeland,Ellemeet
4325,Zeeland,Renesse
4326,Zeeland,Noordwelle
4327,Zeeland,Serooskerke Schouw
4328,Zeeland,Burgh Haamstede
4330,Zeeland,Middelburg
4331,Zeeland,Middelburg
4332,Zeeland,Middelburg
4333,Zeeland,Middelburg
4334,Zeeland,Middelburg
4335,Zeeland,Middelburg
4336,Zeeland,Middelburg
4337,Zeeland,Middelburg
4338,Zeeland,Middelburg
4339,Zeeland,Nieuw en Sint Joosland
4340,Zeeland,Arnemuiden
4341,Zeeland,Arnemuiden
4350,Zeeland,Veere
4351,Zeeland,Veere
4352,Zeeland,Gapinge
4353,Zeeland,Serooskerke Walcheren
4354,Zeeland,Vrouwenpolder
4356,Zeeland,Oostkapelle
4357,Zeeland,Domburg
4360,Zeeland,Westkapelle
4361,Zeeland,Westkapelle
4363,Zeeland,Aagtekerke
4364,Zeeland,Grijpskerke
4365,Zeeland,Meliskerke
4370,Zeeland,Koudekerke
4371,Zeeland,Koudekerke
4373,Zeeland,Biggekerke
4374,Zeeland,Zoutelande
4380,Zeeland,Vlissingen
4381,Zeeland,Vlissingen
4382,Zeeland,Vlissingen
4383,Zeeland,Vlissingen
4384,Zeeland,Vlissingen
4385,Zeeland,Vlissingen
4386,Zeeland,Vlissingen
4387,Zeeland,Vlissingen
4388,Zeeland,Oost Souburg
4389,Zeeland,Ritthem
4400,Zeeland,Yerseke
4401,Zeeland,Yerseke
4410,Zeeland,Rilland
4411,Zeeland,Rilland
4413,Zeeland,Krabbendijke
4414,Zeeland,Waarde
4415,Zeeland,Oostdijk
4416,Zeeland,Kruiningen
4417,Zeeland,Hansweert
4420,Zeeland,Kapelle
4421,Zeeland,Kapelle
4423,Zeeland,Schore
4424,Zeeland,Wemeldinge
4430,Zeeland,s Gravenpolder
4431,Zeeland,s Gravenpolder
4433,Zeeland,Hoedekenskerke
4434,Zeeland,Kwadendamme
4435,Zeeland,Baarland
4436,Zeeland,Oudelande
4437,Zeeland,Ellewoutsdijk
4438,Zeeland,Driewegen
4440,Zeeland,Ovezande
4441,Zeeland,Ovezande
4443,Zeeland,Nisse
4444,Zeeland,s Heer Abtskerke
4450,Zeeland,Heinkenszand
4451,Zeeland,Heinkenszand
4453,Zeeland,s Heerenhoek
4454,Zeeland,Borssele
4455,Zeeland,Nieuwdorp Zld
4456,Zeeland,Lewedorp
4458,Zeeland,s Heer Arendskerke
4460,Zeeland,Goes
4461,Zeeland,Goes
4462,Zeeland,Goes
4463,Zeeland,Goes
4464,Zeeland,Goes
4465,Zeeland,Goes
4470,Zeeland,Wolphaartsdijk
4471,Zeeland,Wolphaartsdijk
4472,Zeeland,s Heer Hendriks Kinderderen
4474,Zeeland,Kattendijke
4475,Zeeland,Wilhelminadorp
4481,Zeeland,Kloetinge
4482,Zeeland,Kloetinge
4484,Zeeland,Kortgene
4485,Zeeland,Kats
4486,Zeeland,Colijnsplaat
4490,Zeeland,Wissenkerke
4491,Zeeland,Wissenkerke
4493,Zeeland,Kamperland
4494,Zeeland,Geersdijk
4500,Zeeland,Oostburg
4501,Zeeland,Oostburg
4503,Zeeland,Groede
4504,Zeeland,Nieuwvliet
4505,Zeeland,Zuidzande
4506,Zeeland,Cadzand
4507,Zeeland,Schoondijke
4508,Zeeland,Waterlandkerkje
4510,Zeeland,Breskens
4511,Zeeland,Breskens
4513,Zeeland,Hoofdplaat
4515,Zeeland,IJzendijke
4520,Zeeland,Biervliet
4521,Zeeland,Biervliet
4522,Zeeland,Biervliet
4524,Zeeland,Sluis
4525,Zeeland,Retranchement
4527,Zeeland,Aardenburg
4528,Zeeland,Sint Kruis
4529,Zeeland,Eede Zld
4530,Zeeland,Terneuzen
4531,Zeeland,Terneuzen
4532,Zeeland,Terneuzen
4533,Zeeland,Terneuzen
4535,Zeeland,Terneuzen
4536,Zeeland,Terneuzen
4537,Zeeland,Terneuzen
4538,Zeeland,Terneuzen
4539,Zeeland,Spui
4540,Zeeland,Sluiskil
4541,Zeeland,Sluiskil
4542,Zeeland,Hoek
4543,Zeeland,Zaamslag
4550,Zeeland,Sas Van Gent
4551,Zeeland,Sas Van Gent
4553,Zeeland,Philippine
4554,Zeeland,Westdorpe
4560,Zeeland,Hulst
4561,Zeeland,Hulst
4562,Zeeland,Hulst
4564,Zeeland,Sint Jansteen
4565,Zeeland,Kapellebrug
4566,Zeeland,Heikant
4567,Zeeland,Clinge
4568,Zeeland,Nieuw Namen
4569,Zeeland,Graauw
4570,Zeeland,Axel
4571,Zeeland,Axel
4574,Zeeland,Zuiddorpe
4575,Zeeland,Overslag
4576,Zeeland,Koewacht
4580,Zeeland,Vogelwaarde
4581,Zeeland,Vogelwaarde
4583,Zeeland,Terhole
4584,Zeeland,Kuitaart
4585,Zeeland,Hengstdijk
4586,Zeeland,Lamswaarde
4587,Zeeland,Kloosterzande
4588,Zeeland,Walsoorden
4589,Zeeland,Ossenisse
4600,Noord Brabant,Bergen op Zoom
4601,Noord Brabant,Bergen op Zoom
4602,Noord Brabant,Bergen op Zoom
4611,Noord Brabant,Bergen op Zoom
4612,Noord Brabant,Bergen op Zoom
4613,Noord Brabant,Bergen op Zoom
4614,Noord Brabant,Bergen op Zoom
4615,Noord Brabant,Bergen op Zoom
4616,Noord Brabant,Bergen op Zoom
4617,Noord Brabant,Bergen op Zoom
4621,Noord Brabant,Bergen op Zoom
4622,Noord Brabant,Bergen op Zoom
4623,Noord Brabant,Bergen op Zoom
4624,Noord Brabant,Bergen op Zoom
4625,Noord Brabant,Bergen op Zoom
4630,Noord Brabant,Hoogerheide
4631,Noord Brabant,Hoogerheide
4634,Noord Brabant,Woensdrecht
4635,Noord Brabant,Huijbergen
4640,Noord Brabant,Ossendrecht
4641,Noord Brabant,Ossendrecht
4645,Noord Brabant,Putte
4650,Noord Brabant,Steenbergen (NB)
4651,Noord Brabant,Steenbergen (NB)
4652,Noord Brabant,Steenbergen (NB)
4655,Noord Brabant,De Heen
4660,Noord Brabant,Halsteren
4661,Noord Brabant,Halsteren
4664,Noord Brabant,Lepelstraat
4670,Noord Brabant,Dinteloord
4671,Noord Brabant,Dinteloord
4675,Zeeland,Sint Philipsland
4680,Noord Brabant,Nieuw Vossemeer
4681,Noord Brabant,Nieuw Vossemeer
4690,Zeeland,Tholen
4691,Zeeland,Tholen
4693,Zeeland,Poortvliet
4694,Zeeland,Scherpenisse
4695,Zeeland,Sint Maartensdijk
4696,Zeeland,Stavenisse
4697,Zeeland,Sint Annaland
4698,Zeeland,Oud Vossemeer
4700,Noord Brabant,Roosendaal
4701,Noord Brabant,Roosendaal
4702,Noord Brabant,Roosendaal
4703,Noord Brabant,Roosendaal
4704,Noord Brabant,Roosendaal
4705,Noord Brabant,Roosendaal
4706,Noord Brabant,Roosendaal
4707,Noord Brabant,Roosendaal
4708,Noord Brabant,Roosendaal
4709,Noord Brabant,Nispen
4710,Noord Brabant,Sint Willebrord
4711,Noord Brabant,Sint Willebrord
4714,Noord Brabant,Sprundel
4715,Noord Brabant,Rucphen
4720,Noord Brabant,Schijf
4721,Noord Brabant,Schijf
4722,Noord Brabant,Schijf
4724,Noord Brabant,Wouw
4725,Noord Brabant,Wouwse Plantage
4726,Noord Brabant,Heerle
4727,Noord Brabant,Moerstraten
4730,Noord Brabant,Oudenbosch
4731,Noord Brabant,Oudenbosch
4735,Noord Brabant,Zegge
4740,Noord Brabant,Hoeven
4741,Noord Brabant,Hoeven
4744,Noord Brabant,Bosschenhoofd
4750,Noord Brabant,Oud Gastel
4751,Noord Brabant,Oud Gastel
4754,Noord Brabant,Stampersgat
4756,Noord Brabant,Kruisland
4758,Noord Brabant,Standdaarbuiten
4760,Noord Brabant,Zevenbergen
4761,Noord Brabant,Zevenbergen
4762,Noord Brabant,Zevenbergen
4765,Noord Brabant,Zevenbergschen Hoek
4766,Noord Brabant,Zevenberg Hoek Gemeente Drimmelen
4770,Noord Brabant,Langeweg
4771,Noord Brabant,Langeweg
4772,Noord Brabant,Langeweg
4780,Noord Brabant,Moerdijk
4781,Noord Brabant,Moerdijk
4782,Noord Brabant,Moerdijk
4790,Noord Brabant,Klundert
4791,Noord Brabant,Klundert
4793,Noord Brabant,Fijnaart
4794,Noord Brabant,Heijningen
4796,Noord Brabant,Oudemolen (NB)
4797,Noord Brabant,Willemstad (NB)
4800,Noord Brabant,Breda
4801,Noord Brabant,Breda
4802,Noord Brabant,Breda
4803,Noord Brabant,Breda
4811,Noord Brabant,Breda
4812,Noord Brabant,Breda
4813,Noord Brabant,Breda
4814,Noord Brabant,Breda
4815,Noord Brabant,Breda
4816,Noord Brabant,Breda
4817,Noord Brabant,Breda
4818,Noord Brabant,Breda
4819,Noord Brabant,Breda
4820,Noord Brabant,Breda
4822,Noord Brabant,Breda
4823,Noord Brabant,Breda
4824,Noord Brabant,Breda
4825,Noord Brabant,Breda
4826,Noord Brabant,Breda
4827,Noord Brabant,Breda
4834,Noord Brabant,Breda
4835,Noord Brabant,Breda
4836,Noord Brabant,Breda
4837,Noord Brabant,Breda
4838,Noord Brabant,Breda
4839,Noord Brabant,Breda
4840,Noord Brabant,Prinsenbeek
4841,Noord Brabant,Prinsenbeek
4844,Noord Brabant,Terheijden
4845,Noord Brabant,Wagenberg
4847,Noord Brabant,Teteringen
4849,Noord Brabant,Dorst
4850,Noord Brabant,Ulvenhout
4851,Noord Brabant,Ulvenhout
4854,Noord Brabant,Bavel
4855,Noord Brabant,Galder
4856,Noord Brabant,Strijbeek
4858,Noord Brabant,Ulvenhout Ac
4859,Noord Brabant,Bavel Ac
4860,Noord Brabant,Chaam
4861,Noord Brabant,Chaam
4870,Noord Brabant,Etten Leur
4871,Noord Brabant,Etten Leur
4872,Noord Brabant,Etten Leur
4873,Noord Brabant,Etten Leur
4874,Noord Brabant,Etten Leur
4875,Noord Brabant,Etten Leur
4876,Noord Brabant,Etten Leur
4877,Noord Brabant,Etten Leur
4878,Noord Brabant,Etten Leur
4879,Noord Brabant,Etten Leur
4880,Noord Brabant,Zundert
4881,Noord Brabant,Zundert
4882,Noord Brabant,Zundert
4884,Noord Brabant,Wernhout
4885,Noord Brabant,Achtmaal
4890,Noord Brabant,Rijsbergen
4891,Noord Brabant,Rijsbergen
4900,Noord Brabant,Oosterhout (NB)
4901,Noord Brabant,Oosterhout (NB)
4902,Noord Brabant,Oosterhout (NB)
4903,Noord Brabant,Oosterhout (NB)
4904,Noord Brabant,Oosterhout (NB)
4905,Noord Brabant,Oosterhout (NB)
4906,Noord Brabant,Oosterhout (NB)
4907,Noord Brabant,Oosterhout (NB)
4908,Noord Brabant,Oosterhout (NB)
4909,Noord Brabant,Oosteind
4911,Noord Brabant,Den Hout (NB)
4920,Noord Brabant,Made
4921,Noord Brabant,Made
4924,Noord Brabant,Drimmelen
4926,Noord Brabant,Lage Zwaluwe
4927,Noord Brabant,Hooge Zwaluwe
4930,Noord Brabant,Geertruidenberg
4931,Noord Brabant,Geertruidenberg
4940,Noord Brabant,Raamsdonksveer
4941,Noord Brabant,Raamsdonksveer
4942,Noord Brabant,Raamsdonksveer
4944,Noord Brabant,Raamsdonk
5000,Noord Brabant,Tilburg
5001,Noord Brabant,Tilburg
5003,Noord Brabant,Tilburg
5004,Noord Brabant,Tilburg
5011,Noord Brabant,Tilburg
5012,Noord Brabant,Tilburg
5013,Noord Brabant,Tilburg
5014,Noord Brabant,Tilburg
5015,Noord Brabant,Tilburg
5017,Noord Brabant,Tilburg
5018,Noord Brabant,Tilburg
5021,Noord Brabant,Tilburg
5022,Noord Brabant,Tilburg
5025,Noord Brabant,Tilburg
5026,Noord Brabant,Tilburg
5032,Noord Brabant,Tilburg
5035,Noord Brabant,Tilburg
5036,Noord Brabant,Tilburg
5037,Noord Brabant,Tilburg
5038,Noord Brabant,Tilburg
5041,Noord Brabant,Tilburg
5042,Noord Brabant,Tilburg
5043,Noord Brabant,Tilburg
5044,Noord Brabant,Tilburg
5045,Noord Brabant,Tilburg
5046,Noord Brabant,Tilburg
5047,Noord Brabant,Tilburg
5048,Noord Brabant,Tilburg
5049,Noord Brabant,Tilburg
5050,Noord Brabant,Goirle
5051,Noord Brabant,Goirle
5052,Noord Brabant,Goirle
5053,Noord Brabant,Goirle
5056,Noord Brabant,Berkel Enschot
5059,Noord Brabant,Heukelom (NB)
5060,Noord Brabant,Oisterwijk
5061,Noord Brabant,Oisterwijk
5062,Noord Brabant,Oisterwijk
5063,Noord Brabant,Oisterwijk
5066,Noord Brabant,Moergestel
5070,Noord Brabant,Udenhout
5071,Noord Brabant,Udenhout
5074,Noord Brabant,Biezenmortel
5076,Noord Brabant,Haaren
5080,Noord Brabant,Hilvarenbeek
5081,Noord Brabant,Hilvarenbeek
5084,Noord Brabant,Biest Houtakker
5085,Noord Brabant,Esbeek
5087,Noord Brabant,Diessen
5089,Noord Brabant,Haghorst
5090,Noord Brabant,Oost West Middelbeers
5091,Noord Brabant,Oost West Middelbeers
5094,Noord Brabant,Lage Mierde
5095,Noord Brabant,Hooge Mierde
5096,Noord Brabant,Hulsel
5100,Noord Brabant,Dongen
5101,Noord Brabant,Dongen
5102,Noord Brabant,Dongen
5103,Noord Brabant,Dongen
5104,Noord Brabant,Dongen
5105,Noord Brabant,Dongen
5106,Noord Brabant,Dongen
5107,Noord Brabant,Dongen
5109,Noord Brabant,s Gravenmoer
5110,Noord Brabant,Baarle Nassau
5111,Noord Brabant,Baarle Nassau
5113,Noord Brabant,Ulicoten
5114,Noord Brabant,Castelre
5120,Noord Brabant,Rijen
5121,Noord Brabant,Rijen
5122,Noord Brabant,Rijen
5124,Noord Brabant,Molenschot
5125,Noord Brabant,Hulten
5126,Noord Brabant,Gilze
5130,Noord Brabant,Alphen (NB)
5131,Noord Brabant,Alphen (NB)
5133,Noord Brabant,Riel
5140,Noord Brabant,Waalwijk
5141,Noord Brabant,Waalwijk
5142,Noord Brabant,Waalwijk
5143,Noord Brabant,Waalwijk
5144,Noord Brabant,Waalwijk
5145,Noord Brabant,Waalwijk
5146,Noord Brabant,Waalwijk
5150,Noord Brabant,Drunen
5151,Noord Brabant,Drunen
5152,Noord Brabant,Drunen
5154,Noord Brabant,Elshout
5160,Noord Brabant,Sprang Capelle
5161,Noord Brabant,Sprang Capelle
5165,Noord Brabant,Waspik
5170,Noord Brabant,Kaatsheuvel
5171,Noord Brabant,Kaatsheuvel
5172,Noord Brabant,Kaatsheuvel
5175,Noord Brabant,Loon Op Zand
5176,Noord Brabant,De Moer
5200,Noord Brabant,Den Bosch
5201,Noord Brabant,Den Bosch
5202,Noord Brabant,Den Bosch
5203,Noord Brabant,Den Bosch
5211,Noord Brabant,Den Bosch
5212,Noord Brabant,Den Bosch
5213,Noord Brabant,Den Bosch
5215,Noord Brabant,Den Bosch
5216,Noord Brabant,Den Bosch
5221,Noord Brabant,Den Bosch
5222,Noord Brabant,Den Bosch
5223,Noord Brabant,Den Bosch
5224,Noord Brabant,Den Bosch
5231,Noord Brabant,Den Bosch
5232,Noord Brabant,Den Bosch
5233,Noord Brabant,Den Bosch
5234,Noord Brabant,Den Bosch
5235,Noord Brabant,Den Bosch
5236,Noord Brabant,Den Bosch
5237,Noord Brabant,Den Bosch
5240,Noord Brabant,Rosmalen
5241,Noord Brabant,Rosmalen
5242,Noord Brabant,Rosmalen
5243,Noord Brabant,Rosmalen
5244,Noord Brabant,Rosmalen
5245,Noord Brabant,Rosmalen
5246,Noord Brabant,Rosmalen
5247,Noord Brabant,Rosmalen
5248,Noord Brabant,Rosmalen
5249,Noord Brabant,Rosmalen
5250,Noord Brabant,Vlijmen
5251,Noord Brabant,Vlijmen
5252,Noord Brabant,Vlijmen
5253,Noord Brabant,Nieuwkuijk
5254,Noord Brabant,Haarsteeg
5256,Noord Brabant,Heusden Gemeente Heusden
5258,Noord Brabant,Berlicum (NB)
5260,Noord Brabant,Vught
5261,Noord Brabant,Vught
5262,Noord Brabant,Vught
5263,Noord Brabant,Vught
5264,Noord Brabant,Vught
5266,Noord Brabant,Cromvoirt
5268,Noord Brabant,Helvoirt
5270,Noord Brabant,Sint Michielsgestel
5271,Noord Brabant,Sint Michielsgestel
5272,Noord Brabant,Sint Michielsgestel
5275,Noord Brabant,Den Dungen
5280,Noord Brabant,Boxtel
5281,Noord Brabant,Boxtel
5282,Noord Brabant,Boxtel
5283,Noord Brabant,Boxtel
5290,Noord Brabant,Gemonde
5291,Noord Brabant,Gemonde
5292,Noord Brabant,Gemonde
5293,Noord Brabant,Gemonde
5294,Noord Brabant,Gemonde
5296,Noord Brabant,Esch
5298,Noord Brabant,Liempde
5300,Gelderland,Zaltbommel
5301,Gelderland,Zaltbommel
5302,Gelderland,Zaltbommel
5305,Gelderland,Zuilichem
5306,Gelderland,Brakel
5307,Gelderland,Poederoijen
5308,Gelderland,Aalst (GLD)
5310,Gelderland,Gameren
5311,Gelderland,Gameren
5313,Gelderland,Nieuwaal
5314,Gelderland,Bruchem
5315,Gelderland,Kerkwijk
5316,Gelderland,Delwijnen
5317,Gelderland,Nederhemert
5318,Gelderland,Bern
5320,Gelderland,Hedel
5321,Gelderland,Hedel
5324,Gelderland,Ammerzoden
5325,Gelderland,Well (GLD)
5327,Gelderland,Hurwenen
5328,Gelderland,Rossum (GLD)
5330,Gelderland,Kerkdriel
5331,Gelderland,Kerkdriel
5333,Gelderland,Hoenzadriel
5334,Gelderland,Velddriel
5335,Gelderland,Alem
5340,Noord Brabant,Oss
5341,Noord Brabant,Oss
5342,Noord Brabant,Oss
5343,Noord Brabant,Oss
5344,Noord Brabant,Oss
5345,Noord Brabant,Oss
5346,Noord Brabant,Oss
5347,Noord Brabant,Oss
5348,Noord Brabant,Oss
5349,Noord Brabant,Oss
5350,Noord Brabant,Berghem
5351,Noord Brabant,Berghem
5360,Noord Brabant,Grave
5361,Noord Brabant,Grave
5363,Noord Brabant,Velp (NB)
5364,Noord Brabant,Escharen
5366,Noord Brabant,Megen
5367,Noord Brabant,Macharen
5368,Noord Brabant,Haren (NB)
5370,Noord Brabant,Ravenstein
5371,Noord Brabant,Ravenstein
5373,Noord Brabant,Herpen
5374,Noord Brabant,Schaijk
5375,Noord Brabant,Reek
5381,Noord Brabant,Vinkel
5382,Noord Brabant,Vinkel
5383,Noord Brabant,Vinkel
5384,Noord Brabant,Heesch
5386,Noord Brabant,Geffen
5388,Noord Brabant,Nistelrode
5390,Noord Brabant,Nuland
5391,Noord Brabant,Nuland
5392,Noord Brabant,Nuland
5394,Noord Brabant,Oijen
5395,Noord Brabant,Teeffelen
5396,Noord Brabant,Lithoijen
5397,Noord Brabant,Lith
5398,Noord Brabant,Maren Kessel
5400,Noord Brabant,Uden
5401,Noord Brabant,Uden
5402,Noord Brabant,Uden
5403,Noord Brabant,Uden
5404,Noord Brabant,Uden
5405,Noord Brabant,Uden
5406,Noord Brabant,Uden
5408,Noord Brabant,Volkel
5409,Noord Brabant,Odiliapeel
5410,Noord Brabant,Zeeland
5411,Noord Brabant,Zeeland
5420,Noord Brabant,Gemert
5421,Noord Brabant,Gemert
5422,Noord Brabant,Gemert
5423,Noord Brabant,Handel
5424,Noord Brabant,Elsendorp
5425,Noord Brabant,De Mortel
5427,Noord Brabant,Boekel
5428,Noord Brabant,Venhorst
5430,Noord Brabant,Cuijk
5431,Noord Brabant,Cuijk
5432,Noord Brabant,Cuijk
5433,Noord Brabant,Katwijk (NB)
5434,Noord Brabant,Vianen (NB)
5435,Noord Brabant,Sint Agatha
5437,Noord Brabant,Beers (NB)
5438,Noord Brabant,Gassel
5439,Noord Brabant,Linden
5440,Noord Brabant,Oeffelt
5441,Noord Brabant,Oeffelt
5443,Noord Brabant,Haps
5445,Noord Brabant,Landhorst
5446,Noord Brabant,Wanroij
5447,Noord Brabant,Rijkevoort
5449,Noord Brabant,Rijkevoort Walsert
5450,Noord Brabant,Mill
5451,Noord Brabant,Mill
5453,Noord Brabant,Langenboom
5454,Noord Brabant,Sint Hubert
5455,Noord Brabant,Wilbertoord
5460,Noord Brabant,Veghel
5461,Noord Brabant,Veghel
5462,Noord Brabant,Veghel
5463,Noord Brabant,Veghel
5464,Noord Brabant,Veghel
5465,Noord Brabant,Veghel
5466,Noord Brabant,Veghel
5467,Noord Brabant,Veghel
5469,Noord Brabant,Erp
5471,Noord Brabant,Loosbroek
5472,Noord Brabant,Loosbroek
5473,Noord Brabant,Heeswijk Dinther
5476,Noord Brabant,Vorstenbosch
5480,Noord Brabant,Schijndel
5481,Noord Brabant,Schijndel
5482,Noord Brabant,Schijndel
5490,Noord Brabant,Sint Oedenrode
5491,Noord Brabant,Sint Oedenrode
5492,Noord Brabant,Sint Oedenrode
5500,Noord Brabant,Veldhoven
5501,Noord Brabant,Veldhoven
5502,Noord Brabant,Veldhoven
5503,Noord Brabant,Veldhoven
5504,Noord Brabant,Veldhoven
5505,Noord Brabant,Veldhoven
5506,Noord Brabant,Veldhoven
5507,Noord Brabant,Veldhoven
5508,Noord Brabant,Veldhoven
5509,Noord Brabant,Veldhoven
5511,Noord Brabant,Knegsel
5512,Noord Brabant,Vessem
5513,Noord Brabant,Wintelre
5520,Noord Brabant,Eersel
5521,Noord Brabant,Eersel
5524,Noord Brabant,Steensel
5525,Noord Brabant,Duizel
5527,Noord Brabant,Hapert
5528,Noord Brabant,Hoogeloon
5529,Noord Brabant,Casteren
5530,Noord Brabant,Bladel
5531,Noord Brabant,Bladel
5534,Noord Brabant,Netersel
5540,Noord Brabant,Reusel
5541,Noord Brabant,Reusel
5550,Noord Brabant,Valkenswaard
5551,Noord Brabant,Valkenswaard
5552,Noord Brabant,Valkenswaard
5553,Noord Brabant,Valkenswaard
5554,Noord Brabant,Valkenswaard
5555,Noord Brabant,Valkenswaard
5556,Noord Brabant,Valkenswaard
5560,Noord Brabant,Riethoven
5561,Noord Brabant,Riethoven
5563,Noord Brabant,Westerhoven
5570,Noord Brabant,Bergeijk
5571,Noord Brabant,Bergeijk
5575,Noord Brabant,Luijksgestel
5580,Noord Brabant,Waalre
5581,Noord Brabant,Waalre
5582,Noord Brabant,Waalre
5583,Noord Brabant,Waalre
5590,Noord Brabant,Heeze
5591,Noord Brabant,Heeze
5595,Noord Brabant,Leende
5600,Noord Brabant,Eindhoven
5601,Noord Brabant,Eindhoven
5602,Noord Brabant,Eindhoven
5603,Noord Brabant,Eindhoven
5604,Noord Brabant,Eindhoven
5605,Noord Brabant,Eindhoven
5611,Noord Brabant,Eindhoven
5612,Noord Brabant,Eindhoven
5613,Noord Brabant,Eindhoven
5614,Noord Brabant,Eindhoven
5615,Noord Brabant,Eindhoven
5616,Noord Brabant,Eindhoven
5621,Noord Brabant,Eindhoven
5622,Noord Brabant,Eindhoven
5623,Noord Brabant,Eindhoven
5624,Noord Brabant,Eindhoven
5625,Noord Brabant,Eindhoven
5626,Noord Brabant,Eindhoven
5627,Noord Brabant,Eindhoven
5628,Noord Brabant,Eindhoven
5629,Noord Brabant,Eindhoven
5631,Noord Brabant,Eindhoven
5632,Noord Brabant,Eindhoven
5633,Noord Brabant,Eindhoven
5641,Noord Brabant,Eindhoven
5642,Noord Brabant,Eindhoven
