,VERTROUWELIJK - alleen gebruiken binnen doelstelling en afspraken,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
1477,LV-2054,False,,False,2021-01-11 13:43:27.261000,,2020-03-11 15:37:59.298000,2020-03-11 15:39:48.312000,2020-03-12 14:09:20.972000,2020-03-12 14:29:28.618000,2020-06-08 14:16:45.058000,2020-06-09 07:20:34.099000,2020-08-10 11:22:06.694000,2020-08-10 12:50:20.053000,2020-12-02 16:13:31.353000,2020-12-15 11:08:52.853000,2021-01-08 08:58:42.590000,2021-01-08 14:51:00.292000,2021-01-11 13:43:27.273000,2,Gemeente Alkmaar,311,Alkmaar,ALKMAAR00210,4.76402155,52.66282069,Tirolstraat,89,1827 ET,Alkmaar,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-06-08 00:00:00,2020-07-27 00:00:00,False,2020-06-09 00:00:00,2021-01-08 00:00:00,2021-01-08 00:00:00,TNLP005843,,2021-01-08 00:00:00
1478,LV-2057,False,,False,2021-04-07 13:36:56.692000,,2020-03-16 09:18:53.143000,2020-03-16 09:34:57.705000,2020-03-20 13:09:57.825000,2020-04-01 12:38:57.616000,2020-04-08 11:44:05.600000,2020-04-08 14:47:49.088000,2020-06-02 07:22:39.120000,2020-06-02 07:39:14.794000,2021-01-08 11:53:47.539000,2021-02-03 21:23:13.275000,2021-01-27 11:17:52.383000,2021-01-27 11:51:00.786000,2021-04-07 13:36:56.709000,12,Gemeente Bloemendaal,322,Bloemendaal,BLOEMENDAAL00021,4.59712808593857,52.3721220432944,Karel Doormanlaan,16,2111 XD,Aerdenhout,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-09 00:00:00,2020-05-22 00:00:00,False,2020-04-08 00:00:00,2021-01-27 00:00:00,2021-01-27 00:00:00,TNLP005944,,2021-01-27 00:00:00
1479,LV-2058,False,,False,2020-11-11 09:04:42.263000,,2020-03-16 09:37:14.055000,2020-03-30 09:28:20.913000,2020-03-30 12:58:04.913000,2020-03-30 13:56:09.312000,2020-04-08 11:46:46.177000,2020-04-08 14:58:58.268000,2020-06-02 07:23:24.577000,2020-06-02 07:46:20.750000,2020-10-28 14:07:08.790000,2020-11-09 12:14:23.546000,2020-11-04 12:21:54.855000,2020-11-11 09:04:42.273000,2020-11-09 12:15:19.068000,12,Gemeente Bloemendaal,322,Bloemendaal,BLOEMENDAAL00048,4.61933624825516,52.4029900318412,Bloemendaalseweg,115,2061 CG,Bloemendaal,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-10 00:00:00,2020-05-22 00:00:00,False,2020-04-08 00:00:00,2020-11-04 00:00:00,2020-11-04 00:00:00,PP005488,,2020-11-04 00:00:00
1480,LV-2059,False,,False,2020-10-22 09:06:27.400000,,2020-03-16 09:45:41.188000,2020-03-16 09:46:54.295000,2020-03-17 09:41:50.886000,2020-03-17 13:08:15.333000,2020-04-08 11:41:48.601000,2020-04-08 14:51:11.126000,2020-06-02 07:23:04.233000,2020-06-02 07:45:20.896000,2020-06-17 05:33:36.635000,2020-07-03 09:00:45.887000,2020-07-02 09:17:45.535000,2020-07-13 13:42:32.059000,2020-07-22 11:17:52.385000,12,Gemeente Bloemendaal,322,Bloemendaal,BLOEMENDAAL00049,4.57444061403198,52.3200252683192,Teylingerweg,66,2114 EL,Vogelenzang,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-09 00:00:00,2020-05-19 00:00:00,False,2020-04-08 00:00:00,2020-07-02 00:00:00,2020-07-02 00:00:00,PP005419,,2020-07-02 00:00:00
1481,LV-2060,False,,False,2021-02-08 12:16:49.285000,,2020-03-16 09:54:50.625000,2020-03-16 09:55:42.148000,2020-03-20 13:38:36.056000,2020-03-23 11:19:44.443000,2020-04-08 11:48:20.603000,2020-04-08 15:04:28.521000,2020-06-02 07:23:36.495000,2020-06-02 07:47:25.907000,2020-07-01 14:46:13.521000,2020-08-25 10:15:08.468000,2020-08-21 08:46:34.073000,2020-08-24 07:34:57.740000,2021-02-08 12:16:49.297000,12,Gemeente Bloemendaal,322,Bloemendaal,BLOEMENDAAL00050,4.57615485108337,52.3189453714299,Vogelenzangseweg,300,2114 CJ,Vogelenzang,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-10 00:00:00,2020-05-22 00:00:00,False,2020-04-08 00:00:00,2020-08-21 00:00:00,2020-08-21 00:00:00,PP005270,,2020-08-21 00:00:00
1482,LV-2061,False,,False,2021-04-01 09:33:12.563000,,2020-03-16 13:42:32.330000,2020-03-16 13:45:34.650000,2020-03-17 10:25:36.819000,2020-03-17 13:00:49.901000,2020-06-08 14:19:51.752000,2020-06-09 07:26:18.538000,2020-08-10 11:21:52.987000,2020-08-10 12:51:53.547000,2021-02-22 08:18:22.850000,2021-03-17 17:41:28.716000,2021-03-17 16:05:46.776000,2021-04-01 09:33:12.575000,2021-03-17 17:41:40.666000,2,Gemeente Alkmaar,311,Alkmaar,ALKMAAR00212,4.7456403019802,52.6455664047004,Muiderwaard,13,1824 XA,Alkmaar,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-06-08 00:00:00,2020-07-27 00:00:00,False,2020-06-09 00:00:00,2021-03-17 00:00:00,2021-03-17 00:00:00,TNLP005794,,2021-03-17 00:00:00
1483,LV-2063,False,,False,2021-03-29 06:31:16.612000,,2020-03-17 14:13:15.829000,2020-04-22 11:04:49.275000,2020-04-22 11:04:52.946000,2020-04-22 11:51:53.934000,2020-06-17 13:30:14.285000,2020-06-18 07:23:20.442000,2020-08-10 10:08:10.364000,2020-08-11 09:58:50.971000,2020-12-02 12:34:41.623000,2021-03-29 06:31:03.585000,2020-12-07 09:14:17.506000,2020-12-14 09:48:22.122000,2021-03-29 06:31:16.622000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00081,5.46645741348491,52.508673819397,Schouw 38,7,8232 AC,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-06-24 00:00:00,2020-08-06 00:00:00,False,2020-06-18 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,TNLP005753,,2020-12-07 00:00:00
1484,LV-2064,False,,False,2020-10-22 09:06:27.400000,,2020-03-17 14:22:33.040000,2020-03-19 10:46:37.169000,2020-03-19 15:04:11.976000,2020-03-20 06:37:33.180000,2020-03-27 10:28:17.954000,2020-03-30 08:27:49.220000,2020-05-11 09:59:58.894000,2020-05-11 10:39:55.870000,2020-05-19 12:55:18.848000,2020-06-18 15:02:55.553000,2020-06-16 09:19:02.034000,2020-06-19 15:13:59.156000,2020-06-25 10:10:52.017000,56,Gemeente Schagen,361,Schagen,SCHAGEN00043,4.7428074128975,52.7181528731245,Regelhaalder,5,1749 KM,Warmenhuizen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-03-27 00:00:00,2020-05-09 00:00:00,False,2020-03-30 00:00:00,2020-06-16 00:00:00,2020-06-16 00:00:00,PP005386,,2020-06-16 00:00:00
1485,LV-2065,False,,False,2020-10-22 09:06:27.400000,,2020-03-17 14:46:41.425000,2020-03-17 16:17:21.686000,2020-03-17 16:22:07.558000,2020-03-18 05:57:14.595000,2020-04-22 09:42:00.355000,2020-04-23 13:21:31.517000,2020-06-08 09:05:57.844000,2020-06-08 14:48:53.741000,2020-06-17 05:29:54.609000,2020-07-02 07:34:12.450000,2020-07-01 07:27:46.017000,2020-07-13 14:02:39.966000,2020-07-02 07:38:20.584000,3,Gemeente Almere,165,Almere,"ALMERE00485, ALMERE00531",5.24403345354216,52.3627655576202,Truffautstraat,67,1325 PS,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2020-04-22 00:00:00,2020-06-07 00:00:00,False,2020-04-23 00:00:00,2020-06-29 00:00:00,2020-07-01 00:00:00,PP005384,,2020-07-01 00:00:00
1486,LV-2066,False,,False,2021-09-23 08:21:35.338000,,2020-03-17 17:12:18.937000,2020-03-17 17:15:36.193000,2020-03-17 17:18:32.141000,2020-03-18 05:55:26.609000,2020-04-22 11:57:20.920000,2020-04-23 13:39:12.681000,2020-06-08 09:06:16.124000,2020-06-08 14:33:21.171000,2020-10-01 10:49:05.158000,2020-11-23 09:27:00.397000,2020-10-23 08:38:59.410000,2020-10-23 13:57:30.430000,2020-11-23 09:27:01.075000,3,Gemeente Almere,165,Almere,"ALMERE00462, ALMERE00488",5.14382880454201,52.3415665143746,Duintopstraat,22,1361 BJ,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2020-04-22 00:00:00,2020-06-08 00:00:00,False,2020-04-23 00:00:00,2020-10-23 00:00:00,2020-10-23 00:00:00,PP005256,,2020-10-23 00:00:00
1487,LV-2067,False,,False,2020-11-11 06:15:48.240000,,2020-03-18 06:13:24.611000,2020-04-08 04:50:21.532000,2020-04-08 07:43:23.439000,2020-04-08 12:18:01.205000,2020-05-01 06:08:44.133000,2020-05-01 08:12:18.138000,2020-06-17 05:53:09.747000,2020-06-17 10:44:54.473000,2020-09-03 08:58:04.325000,2020-09-07 08:19:12.486000,2020-10-13 11:31:28.633000,2020-10-14 09:02:11.984000,2020-11-11 06:15:48.257000,38,Gemeente Koggenland,304,Koggenland,KOGGENLAND00015,4.89560888200251,52.6270105324994,Zuidgouw,13,1645 PA,Ursem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-05-06 00:00:00,2020-06-18 00:00:00,False,2020-05-01 00:00:00,2020-10-13 00:00:00,2020-10-13 00:00:00,PP005493,,2020-10-14 00:00:00
1488,LV-2068,False,"Graag tot realisatie brengen; de bezwarenprocedure is doorgelopen en afgehandeld.
Alvast bedankt, vr. groet Tanja",True,2020-12-17 10:59:20.551000,,2020-03-18 14:23:18.862000,2020-03-18 14:27:44.799000,2020-03-19 09:42:38.390000,2020-03-20 07:36:21.342000,2020-04-22 08:40:25.293000,2020-04-22 14:34:02.921000,2020-06-02 07:46:35.110000,2020-06-02 07:51:49.790000,2020-10-21 12:19:33.323000,2020-12-17 10:59:19.812000,2020-11-23 11:14:19.023000,2020-11-23 14:09:16.488000,2020-12-17 10:59:20.566000,53,Gemeente Purmerend,360,Purmerend,"PURMEREND00054, PURMEREND00099, PURMEREND00124",4.97287534513123,52.4955082050759,Grevelingenmeer,131,1447 AM,Purmerend,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-17 00:00:00,2020-05-29 00:00:00,False,2020-04-22 00:00:00,2020-11-23 00:00:00,2020-11-23 00:00:00,PP005556,,2020-11-23 00:00:00
1489,LV-2069,False,,False,2020-11-24 13:14:32.355000,,2020-03-19 07:49:08.934000,2020-03-19 07:51:31.344000,2020-03-19 07:52:16.810000,2020-03-19 07:59:21.741000,2020-03-25 08:53:23.626000,2020-03-25 13:06:03.418000,2020-05-15 06:51:34.154000,2020-05-18 06:28:22.626000,2020-09-24 10:10:38.587000,2020-11-24 13:14:31.549000,2020-10-16 08:37:35.479000,2020-10-23 13:56:40.279000,2020-11-24 13:14:32.370000,35,Gemeente Houten,278,Houten,HOUTEN00112,5.18109913497751,52.0124707156373,Edelsteen,82,3991 SC,Houten,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-01 00:00:00,2020-05-13 00:00:00,False,2020-03-25 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,PP005555,,2020-10-16 00:00:00
1490,LV-2070,False,,False,2020-11-09 08:28:00.864000,,2020-03-19 10:44:00.834000,2020-04-09 06:56:29.606000,2020-04-09 07:55:55.491000,2020-04-09 11:32:32.264000,2020-05-14 07:39:39.843000,2020-05-14 14:12:18.993000,2020-07-15 12:05:02.245000,2020-07-16 07:14:30.989000,2020-09-24 10:14:05.504000,2020-11-09 08:27:33.313000,2020-10-19 14:16:00.578000,2020-10-19 14:49:20.209000,2020-11-09 08:28:00.880000,54,Gemeente Renswoude,289,Renswoude,RENSWOUDE00004,5.54616653040048,52.0755874115809,Leeuwerikweide,75,3927 SP,Renswoude,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-28 00:00:00,2020-06-16 00:00:00,False,2020-05-14 00:00:00,2020-10-19 00:00:00,2020-10-19 00:00:00,PP005528,,2020-10-19 00:00:00
1491,LV-2071,False,,False,2022-07-08 11:47:52.420000,,2020-03-19 14:12:07.355000,2020-03-19 14:17:03.725000,2020-03-19 14:28:15.692000,2020-03-20 07:36:55.192000,2021-10-26 07:16:38.430000,2021-10-26 08:09:49.922000,2021-10-26 07:16:44.418000,2021-11-02 15:07:22.245000,2021-12-09 13:15:46.311000,2022-01-21 09:07:58.150000,2021-12-21 13:53:41.954000,2022-07-08 11:47:48.056000,2022-01-21 09:08:02.237000,26,Gemeente Haarlem,330,Haarlem,,4.65604462,52.35923726,Floridaplein,1a,2037 AK,Haarlem,False,<nil>,,False,True,6,6,0,aanbodgestuurd,,LOC-103,,,True,,,,2021-10-19 00:00:00,2021-10-20 00:00:00,False,2021-10-26 00:00:00,2021-12-21 00:00:00,2021-12-21 00:00:00,TNLP006761,,2021-12-21 00:00:00
1492,LV-2072,False,,False,2021-11-01 09:03:45.766000,,2020-03-19 16:17:19.157000,2020-03-19 16:20:19.831000,2020-03-19 16:24:38.164000,2020-03-20 07:37:57.100000,2020-04-22 12:05:26.920000,2020-04-23 15:01:34.733000,2020-06-08 09:09:52.531000,2020-06-08 13:54:05.505000,2020-06-17 05:37:34.319000,2020-07-07 08:46:01.643000,2020-07-06 13:57:12.044000,2020-07-13 13:40:39.769000,2020-07-07 08:46:02.864000,3,Gemeente Almere,165,Almere,"ALMERE00423, ALMERE00475, ALMERE00530",5.30578518572734,52.4015504347404,Terschellingstraat,36,1339 TE,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2020-04-24 00:00:00,2020-06-08 00:00:00,False,2020-04-23 00:00:00,2020-07-06 00:00:00,2020-07-06 00:00:00,PP005404,,2020-07-07 00:00:00
1493,LV-2073,False,,False,2020-10-22 09:06:27.400000,,2020-03-20 15:09:55.185000,2020-03-20 15:12:19.524000,2020-03-20 15:49:12.663000,2020-03-23 11:21:27.658000,2020-03-26 09:10:51.330000,2020-03-26 12:50:39.688000,2020-05-07 07:27:23.881000,2020-05-07 07:56:34.803000,2020-05-20 13:10:37.034000,2020-07-02 12:16:11.145000,2020-06-29 08:40:20.196000,2020-07-13 13:44:18.181000,2020-07-02 12:16:18.011000,24,Gemeente Enkhuizen,328,Enkhuizen,ENKHUIZEN00031,5.26289401535802,52.718112308198,Om de Lande,39,1602 BG,Enkhuizen,False,<nil>,,False,False,2,1,0,vraaggestuurdverzoek,,,,,True,,,,2020-03-26 00:00:00,2020-05-07 00:00:00,False,2020-03-26 00:00:00,2020-06-25 00:00:00,2020-06-29 00:00:00,PP005370,,2020-06-29 00:00:00
1494,LV-2074,False,,False,2021-05-07 06:31:21.279000,,2020-03-23 08:28:38.031000,2020-05-15 11:02:02.354000,2020-05-15 11:09:25.943000,2020-05-15 13:26:27.111000,2020-05-22 09:46:52.025000,2020-05-26 10:58:47.722000,2020-07-10 08:32:13.146000,2020-07-10 09:52:21.846000,2020-11-16 12:03:46.974000,2021-01-06 21:00:17.695000,2020-12-15 10:13:11.339000,2020-12-17 12:51:36.936000,2021-05-07 06:31:21.292000,33,Gemeente Hollands Kroon,306,Hollands Kroon,HOLLANDSKROON00032,5.02260104957181,52.932240587062,Martekrogt,41,1779 EP,Den Oever,False,<nil>,Locatie tussen Martekrogt 41 & het kruispunt met Amsteldiepstraat,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-05-26 00:00:00,2020-07-09 00:00:00,False,2020-05-26 00:00:00,2020-12-15 00:00:00,2020-12-15 00:00:00,TNLP005833,,2020-12-15 00:00:00
1495,LV-2075,False,,False,2020-10-22 09:06:27.400000,,2020-03-23 10:37:34.998000,2020-03-23 10:41:50.696000,2020-03-23 11:45:34.061000,2020-03-23 15:10:44.050000,2020-04-21 10:45:23.501000,2020-04-21 12:53:25.486000,2020-06-17 09:42:18.037000,2020-06-18 09:18:45.470000,2020-09-03 09:12:30.788000,2020-09-07 08:19:11.033000,2020-10-14 09:04:28.254000,2020-10-14 14:04:15.992000,2020-10-15 13:00:25.670000,32,Gemeente Hilversum,339,Hilversum,"HILVERSUM00161, HILVERSUM00203",5.19105085889338,52.2320357779273,Jan van der Heijdenstraat,41,1223 BG,Hilversum,False,<nil>,,True,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-03-30 00:00:00,2020-05-11 00:00:00,False,2020-04-21 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,PP005584,,2020-10-14 00:00:00
1496,LV-2076,False,,False,2020-12-14 09:46:45.600000,,2020-03-23 10:42:40.827000,2020-03-23 14:29:59.536000,2020-03-23 15:35:08.771000,2020-03-24 08:07:02.552000,2020-03-24 09:53:34.151000,2020-03-24 12:07:13.893000,2020-03-26 13:19:30.397000,2020-03-30 06:21:36.759000,2020-12-02 10:31:05.379000,2020-12-04 12:01:38.714000,2020-12-09 14:12:41.606000,2020-12-14 09:46:45.615000,2020-12-04 12:01:46.132000,57,Gemeente Soest,291,Soest,SOEST00098,5.30297347319658,52.1209917257605,Van Meellaan,57,3769 TN,Soesterberg,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2019-01-02 00:00:00,2019-02-13 00:00:00,False,2020-03-24 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,TNLP005783,,2020-12-09 00:00:00
1497,LV-2077,False,,False,2021-04-02 13:33:32.921000,,2020-03-23 13:03:59.431000,2020-03-27 11:17:42.074000,2020-03-30 13:55:50.486000,2020-03-31 08:26:56.566000,2020-04-16 19:45:58.288000,2020-04-17 08:51:22.072000,2020-07-02 09:35:56.411000,2020-07-02 13:30:38.954000,2020-11-05 14:46:32.952000,2021-01-04 12:44:17.739000,2020-11-18 08:02:31.612000,2020-11-18 08:55:40.373000,2021-04-02 13:33:32.944000,48,Gemeente Noordoostpolder,162,Noordoostpolder,"NOORDOOSTPOLDER00030, NOORDOOSTPOLDER00045",5.8230242938897,52.6386541255785,het Noord,20,8307 AA,Ens,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-21 00:00:00,2020-06-02 00:00:00,False,2020-04-17 00:00:00,2020-11-18 00:00:00,2020-11-18 00:00:00,PP005178,,2020-11-18 00:00:00
1498,LV-2078,False,,False,2021-04-02 13:33:39.029000,,2020-03-23 13:28:15.705000,2020-03-23 13:30:13.984000,2020-04-06 06:47:18.547000,2020-04-09 07:04:23.295000,2020-07-21 13:21:43.674000,2020-07-22 12:12:22.591000,2020-09-24 18:50:18.850000,2020-09-28 14:23:22.780000,2020-10-26 13:06:34.547000,2021-01-04 12:44:29.216000,2020-11-18 13:47:21.377000,2020-11-18 15:45:09.006000,2021-04-02 13:33:39.044000,48,Gemeente Noordoostpolder,162,Noordoostpolder,NOORDOOSTPOLDER00028,5.86267964398142,52.7078528094514,Breestraat,28,8316 AR,Marknesse,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2020-07-23 00:00:00,2020-09-03 00:00:00,False,2020-07-22 00:00:00,2020-11-18 00:00:00,2020-11-18 00:00:00,TNLP005702,,2020-11-18 00:00:00
1499,LV-2080,False,,False,2021-01-11 13:43:40.769000,,2020-03-23 15:48:53.137000,2020-03-23 15:51:51.556000,2020-03-23 16:07:32.383000,2020-03-24 08:05:40.701000,2020-06-08 14:21:51.459000,2020-06-09 07:36:38.476000,2020-08-10 11:21:08.384000,2020-08-10 12:55:09.543000,2020-12-03 10:24:23.067000,2020-12-15 11:09:08.584000,2021-01-08 11:19:47.651000,2021-01-08 15:23:16.378000,2021-01-11 13:43:40.782000,2,Gemeente Alkmaar,311,Alkmaar,ALKMAAR00214,4.76109572827536,52.6297095756507,Oudorperdijkje 42,42,1821 AP,Alkmaar,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-06-08 00:00:00,2020-07-27 00:00:00,False,2020-06-09 00:00:00,2021-01-08 00:00:00,2021-01-08 00:00:00,TNLP005847,,2021-01-08 00:00:00
1500,LV-2081,False,Verzoek is nu ingediend.,True,2021-02-11 10:35:16.468000,,2020-03-24 07:59:39.277000,2020-03-24 08:06:38.583000,2020-03-24 14:16:24.752000,2020-03-24 14:40:22.355000,2020-06-23 12:19:27.494000,2020-06-23 13:19:26.496000,2020-08-14 10:06:16.311000,2020-08-14 10:23:20.862000,2021-02-05 08:54:06.980000,2021-02-11 10:34:52.256000,2021-02-05 08:58:16.541000,2021-02-05 09:57:04.908000,2021-02-11 10:35:16.491000,36,Gemeente Huizen,341,Huizen,HUIZEN00063,5.24806493796232,52.2924195583803,Borneolaan,18,1276 NS,Huizen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-07-02 00:00:00,2020-08-13 00:00:00,False,2020-06-23 00:00:00,2021-02-05 00:00:00,2021-02-05 00:00:00,TNLP005936,,2021-02-05 00:00:00
1501,LV-2082,False,,False,2020-10-22 09:06:27.400000,,2020-03-24 10:02:12.716000,2020-03-24 10:09:14.935000,2020-03-24 14:50:36.142000,2020-04-06 13:27:08.496000,2020-04-07 09:32:25.055000,2020-04-07 13:06:17.599000,2020-04-07 09:32:37.045000,2020-04-08 13:17:32.131000,2020-05-19 12:58:35.464000,2020-05-20 09:04:08.725000,2020-06-18 15:26:00.990000,2020-06-19 11:29:59.521000,2020-05-20 09:04:41.810000,21,Gemeente Dronten,164,Dronten,,5.70650911832431,52.5247916470992,Educalaan,26,8251 GC,Dronten,False,<nil>,,False,False,2,2,0,aanbodgestuurd,,,,,True,,,,2020-03-19 00:00:00,2020-04-29 00:00:00,False,2020-04-07 00:00:00,2020-06-18 00:00:00,2020-06-18 00:00:00,PP005380,,2020-06-19 00:00:00
1502,LV-2083,False,,False,2020-10-22 09:06:27.400000,,2020-03-24 15:02:09.733000,2020-03-24 15:08:08.858000,2020-03-24 15:30:18.938000,2020-03-25 06:42:54.413000,2020-03-31 09:06:13.734000,2020-03-31 12:27:22.413000,2020-06-11 08:32:44.758000,2020-06-11 11:24:26.938000,2020-06-17 05:34:40.188000,2020-07-02 12:13:57.810000,2020-07-03 06:34:30.366000,2020-07-13 13:43:06.436000,2020-07-16 06:50:11.626000,36,Gemeente Huizen,341,Huizen,HUIZEN00051,5.25266342112871,52.298866231601,Mos,17,1273 CN,Huizen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-02 00:00:00,2020-05-15 00:00:00,False,2020-03-31 00:00:00,2020-07-03 00:00:00,2020-07-03 00:00:00,PP005424,,2020-07-03 00:00:00
1503,LV-2084,False,,False,2020-11-05 11:41:14.797000,,2020-03-25 09:46:47.340000,2020-03-25 09:48:35.577000,2020-04-06 06:25:34.040000,2020-04-07 07:06:44.223000,2020-04-21 10:48:09.688000,2020-04-21 12:57:38.584000,2020-06-10 09:54:29.179000,2020-06-11 06:59:41.181000,2020-06-17 05:42:37.643000,2020-06-18 12:58:34.844000,2020-07-10 09:47:22.376000,2020-11-05 11:41:14.808000,2020-07-17 10:58:19.571000,32,Gemeente Hilversum,339,Hilversum,HILVERSUM00110,5.17447471635023,52.2304805773707,Sumatralaan,1,1217 GP,Hilversum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-04-17 00:00:00,2020-05-29 00:00:00,False,2020-04-21 00:00:00,2020-07-10 00:00:00,2020-07-10 00:00:00,PP005354,,2020-07-10 00:00:00
1504,LV-2085,False,,False,2021-09-24 14:55:02.793000,,2020-03-25 15:58:07.122000,2020-03-25 16:04:59.979000,2020-03-25 16:05:30.460000,2020-03-25 17:36:57.791000,2020-04-22 11:58:55.425000,2020-04-23 13:54:48.785000,2020-06-08 09:07:08.043000,2020-06-08 14:15:42.752000,2020-07-01 14:30:59.798000,2020-08-21 09:37:32.981000,2020-08-13 08:58:31.611000,2020-08-17 11:24:50.982000,2021-02-23 12:59:54.309000,3,Gemeente Almere,165,Almere,"ALMERE00461, ALMERE00498",5.14439935355887,52.3490176959929,Ierlandstraat,40,1363 DE,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2020-04-24 00:00:00,2020-06-08 00:00:00,False,2020-04-23 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,PP005258,,2020-08-13 00:00:00
1505,LV-2086,False,,False,2020-10-26 08:16:29.001000,,2020-03-25 16:51:26.292000,2020-04-09 12:27:17.749000,2020-04-09 12:31:01.563000,2020-04-14 06:15:59.901000,2020-06-05 09:49:37.464000,2020-06-08 11:29:59.073000,2020-07-22 08:53:28.978000,2020-07-23 13:20:14.277000,2020-09-01 06:45:38.287000,2020-10-14 07:43:44.172000,2020-10-08 08:44:09.969000,2020-10-08 14:10:21.827000,2020-10-26 08:16:29.021000,3,Gemeente Almere,165,Almere,ALMERE00499,5.2260365420499,52.3422244499409,Ambachtsmark,6,1355 EA,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2020-06-09 00:00:00,2020-07-22 00:00:00,False,2020-06-08 00:00:00,2020-10-08 00:00:00,2020-10-08 00:00:00,PP005509,,2020-10-08 00:00:00
1506,LV-2087,False,,False,2020-12-10 11:50:04.127000,,2020-03-26 12:41:17.419000,2020-06-18 09:07:28.108000,2020-06-18 10:42:00.230000,2020-06-18 11:36:15.551000,2020-07-16 07:10:33.246000,2020-07-16 13:51:10.388000,2020-08-28 08:43:14.679000,2020-08-28 09:02:02.964000,2020-09-16 13:03:42.438000,2020-10-16 07:49:25.694000,2020-10-15 12:45:29.233000,2020-10-15 13:37:35.264000,2020-12-10 11:50:04.149000,36,Gemeente Huizen,341,Huizen,HUIZEN00049,5.26642665709248,52.3011735397367,Zuidwal,44,1274 GW,Huizen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-07-16 00:00:00,2020-08-28 00:00:00,False,2020-07-16 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,PP005569,,2020-10-15 00:00:00
